,region,C0_mean,C1_mean,C0_cov,C1_cov
39,40.0,0.9742960555192779,1.1216272533425498,0.004009786811403329,0.0425813276814591
40,41.0,0.9747068033800499,1.1895153756883075,0.00531328775381337,0.05815159628222791
41,42.0,0.9517954277831058,1.275415747363908,0.004850103735377918,0.057780403366080105
42,43.0,0.9456512670291394,1.4211333608691974,0.006639295814999555,0.11841704466808019
43,44.0,0.8953843976889282,1.1447611588542606,0.004559865296553756,0.04292536852480069
44,45.0,0.930618453031101,1.3307216447085672,0.005741102985820722,0.09037667422925195
45,46.0,0.8774536389207881,1.0211480049078427,0.0037119960548778856,0.028142626147874023
46,47.0,0.8911494083200103,0.9750026863768692,0.00442774001656707,0.01749571323187405
47,48.0,0.922705979770658,0.9903021140664335,0.003653754844852039,0.03274902976322131
48,49.0,0.9151144024361789,0.9472172063580778,0.00392726494260678,0.01664998361439566
49,50.0,0.9740074903820964,1.2558521504149909,0.006193475942593861,0.040488502280022806
50,51.0,0.9663400486650593,1.3143972622843125,0.004682085994683725,0.06652439738636515
51,52.0,0.8513066021269807,0.9837456510813286,0.004490399163989928,0.027023011610841752
52,53.0,0.9689856019991069,1.397449953861538,0.0064869524423616445,0.0857435600935325
53,54.0,0.9255847802990003,1.2999514351467507,0.007227269211157108,0.09119431137992898
54,55.0,1.0066072191753448,1.4735013400743346,0.008069330683055615,0.12081622872083032
55,56.0,0.9896331849098476,1.4030957955939831,0.00539470745566148,0.08696545155227754
56,57.0,0.9589551643977098,1.2664598865711811,0.0060148790626395445,0.06334865890922466
57,58.0,0.9541466537072023,1.04259604081431,0.003586817868463921,0.01943566464088611
58,59.0,0.9934944298985936,1.4800031181499704,0.010543517628166039,0.10840858510065163
59,60.0,0.960772449931134,1.2597735323265105,0.005539432752311986,0.05014824283387486
60,61.0,1.0538311733421561,1.4542918031029333,0.005779839229243815,0.09557270481152663
61,62.0,0.975699770881586,1.2206403077976573,0.005925874818369901,0.027428176975865668
62,63.0,0.995569050564404,1.3344245802042898,0.008338559904675927,0.030686234146634513
63,64.0,0.9892507614771109,1.284952826771205,0.008526812639119875,0.049643362151944974
64,65.0,1.0790342598608562,1.5520529008454733,0.007149174401802771,0.11704183118527146
65,66.0,1.0428666629717736,1.493959932484239,0.007940249171579985,0.11469824168673765
66,67.0,1.059529738573697,1.627190392377821,0.006714586462840702,0.1661325742020568
67,68.0,0.9573317658929956,1.2868851231022564,0.005845107672985404,0.067622427094443
68,69.0,0.8786056545509765,0.9021155412746472,0.00362412285575892,0.014941657761486416
69,70.0,0.9669757481086363,1.0749702516398982,0.0032525936857677054,0.018742632872152405
70,71.0,1.0553960448792328,1.2090231106766147,0.007319815330417384,0.02162100869926594
71,72.0,1.056160875991197,1.4399475592816402,0.007139401829719135,0.02933033915587045
